PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,TamanoFamilia,ViajaSolo,GrupoEdad,TarifaPorPersona,Puerto,Estado
598,0,3,Johnson Mr. Alfred,Male,49,0,0,LINE,0,Desconocido,S,1,True,Adulto,0,Southampton,Falleció
599,0,3,Boulos Mr. Hanna,Male,30,0,0,2664,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
600,1,1,Duff Gordon Sir. Cosmo Edmund (Mr Morgan),Male,49,1,0,PC 17485,57,A20,C,2,False,Adulto,28,Cherburgo,Sobrevivió
601,1,2,Jacobsohn Mrs. Sidney Samuel (Amy Frances Christy),Female,24,2,1,243847,27,Desconocido,S,4,False,Adulto joven,14,Southampton,Sobrevivió
602,0,3,Slabenoff Mr. Petco,Male,30,0,0,349214,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
603,0,1,Harrington Mr. Charles H,Male,30,0,0,113796,42,Desconocido,S,1,True,Adulto joven,42,Southampton,Falleció
604,0,3,Torber Mr. Ernst William,Male,44,0,0,364511,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
605,1,1,Homer Mr. Harry (Mr E Haven),Male,35,0,0,114426,26,Desconocido,C,1,True,Adulto,26,Cherburgo,Sobrevivió
606,0,3,Lindell Mr. Edvard Bengtsson,Male,36,1,0,349910,16,Desconocido,S,2,False,Adulto,16,Southampton,Falleció
607,0,3,Karaic Mr. Milan,Male,30,0,0,349246,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
608,1,1,Daniel Mr. Robert Williams,Male,27,0,0,113804,30,Desconocido,S,1,True,Adulto joven,30,Southampton,Sobrevivió
609,1,2,Laroche Mrs. Joseph (Juliette Marie Louise Lafargue),Female,22,1,2,SC/PARIS 2123,42,Desconocido,C,4,False,Adulto joven,14,Cherburgo,Sobrevivió
610,1,1,Shutes Miss. Elizabeth W,Female,40,0,0,PC 17582,153,C125,S,1,True,Adulto,51,Southampton,Sobrevivió
611,0,3,Andersson Mrs. Anders Johan (Alfrida Konstantia Brogren),Female,39,1,5,347082,31,Desconocido,S,7,False,Adulto,4,Southampton,Falleció
612,0,3,Jardin Mr. Jose Neto,Male,30,0,0,SOTON/O.Q. 3101305,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
613,1,3,Murphy Miss. Margaret Jane,Female,21,1,0,367230,16,Desconocido,Q,2,False,Adulto joven,8,Queenstown,Sobrevivió
614,0,3,Horgan Mr. John,Male,30,0,0,370377,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
615,0,3,Brocklebank Mr. William Alfred,Male,35,0,0,364512,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
616,1,2,Herman Miss. Alice,Female,24,1,2,220845,65,Desconocido,S,4,False,Adulto joven,32,Southampton,Sobrevivió
617,0,3,Danbom Mr. Ernst Gilbert,Male,34,1,1,347080,14,Desconocido,S,3,False,Adulto joven,7,Southampton,Falleció
618,0,3,Lobb Mrs. William Arthur (Cordelia K Stanlick),Female,26,1,0,A/5 3336,16,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
619,1,2,Becker Miss. Marion Louise,Female,4,2,1,230136,39,F4,S,4,False,Niño,20,Southampton,Sobrevivió
620,0,2,Gavey Mr. Lawrence,Male,26,0,0,31028,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
621,0,3,Yasbeck Mr. Antoni,Male,27,1,0,2659,14,Desconocido,C,2,False,Adulto joven,7,Cherburgo,Falleció
622,1,1,Kimball Mr. Edwin Nelson Jr,Male,42,1,0,11753,53,D19,S,2,False,Adulto,53,Southampton,Sobrevivió
623,1,3,Naikd Mr. Sahd,Male,20,1,1,2653,16,Desconocido,C,3,False,Adulto joven,8,Cherburgo,Sobrevivió
624,0,3,Hansen Mr. Henry Damsgaard,Male,21,0,0,350029,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
625,0,3,Bowen Mr. David John Dai,Male,21,0,0,54636,16,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
626,0,1,Sutton Mr. Frederick,Male,61,0,0,36963,323,D50,S,1,True,Mayor,323,Southampton,Falleció
627,0,2,Kirkland Rev. Charles Leonard,Male,57,0,0,219533 3,12,Desconocido,Q,1,True,Adulto,12,Queenstown,Falleció
628,1,1,Longley Miss. Gretchen Fiske,Female,21,0,0,13502,78,D9,S,1,True,Adulto joven,26,Southampton,Sobrevivió
629,0,3,Bostandyeff Mr. Guentcho,Male,26,0,0,349224,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
630,0,3,O'Connell Mr. Putrick D,Male,30,0,0,334912,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
631,1,1,Barkworth Mr. Algernon Henry Wilson,Male,80,0,0,27042,30,A23,S,1,True,Mayor,30,Southampton,Sobrevivió
632,0,3,Lundahl Mr. Johan Svensson,Male,51,0,0,347743,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
633,1,1,Stahelin-Maeglin Dr. Max,Male,32,0,0,13214,30,B50,C,1,True,Adulto joven,30,Cherburgo,Sobrevivió
634,0,1,Parr Mr. William Henry Marsh,Male,30,0,0,112052,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
635,0,3,Skoog Miss. Mabel,Female,9,3,2,347088,28,Desconocido,S,6,False,Niño,5,Southampton,Falleció
636,1,2,Davis Miss. Mary,Female,28,0,0,237668,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
637,0,3,Leinonen Mr. Antti Gustaf,Male,32,0,0,STON/O2. 3101292,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
638,0,2,Collyer Mr. Harvey,Male,31,1,1,C.A. 31921,26,Desconocido,S,3,False,Adulto joven,9,Southampton,Falleció
639,0,3,Panula Mrs. Juha (Maria Emilia Ojala),Female,41,0,5,3101295,40,Desconocido,S,6,False,Adulto,7,Southampton,Falleció
640,0,3,Thorneycroft Mr. Percival,Male,30,1,0,376564,16,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
641,0,3,Jensen Mr. Hans Peder,Male,20,0,0,350050,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
642,1,1,Sagesser Mlle. Emma,Female,24,0,0,PC 17477,69,B35,C,1,True,Adulto joven,35,Cherburgo,Sobrevivió
643,0,3,Skoog Miss. Margit Elizabeth,Female,2,3,2,347088,28,Desconocido,S,6,False,Niño,5,Southampton,Falleció
644,1,3,Foo Mr. Choong,Male,30,0,0,1601,56,Desconocido,S,1,True,Adulto joven,9,Southampton,Sobrevivió
645,1,3,Baclini Miss. Eugenie,Female,1,2,1,2666,19,Desconocido,C,4,False,Niño,5,Cherburgo,Sobrevivió
646,1,1,Harper Mr. Henry Sleeper,Male,48,1,0,PC 17572,77,D33,C,2,False,Adulto,26,Cherburgo,Sobrevivió
647,0,3,Cor Mr. Liudevit,Male,19,0,0,349231,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
648,1,1,Simonius-Blumer Col. Oberst Alfons,Male,56,0,0,13213,36,A26,C,1,True,Adulto,36,Cherburgo,Sobrevivió
649,0,3,Willey Mr. Edward,Male,30,0,0,S.O./P.P. 751,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
650,1,3,Stanley Miss. Amy Zillah Elsie,Female,23,0,0,C.A. 2314,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
651,0,3,Mitkoff Mr. Mito,Male,30,0,0,349221,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
652,1,2,Doling Miss. Elsie,Female,18,0,1,231919,23,Desconocido,S,2,False,Adulto joven,12,Southampton,Sobrevivió
653,0,3,Kalvik Mr. Johannes Halvorsen,Male,21,0,0,8475,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
654,1,3,O'Leary Miss. Hanora Norah,Female,21,0,0,330919,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
655,0,3,Hegarty Miss. Hanora Nora,Female,18,0,0,365226,7,Desconocido,Q,1,True,Adulto joven,7,Queenstown,Falleció
656,0,2,Hickman Mr. Leonard Mark,Male,24,2,0,S.O.C. 14879,74,Desconocido,S,3,False,Adulto joven,15,Southampton,Falleció
657,0,3,Radeff Mr. Alexander,Male,30,0,0,349223,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
658,0,3,Bourke Mrs. John (Catherine),Female,32,1,1,364849,16,Desconocido,Q,3,False,Adulto joven,8,Queenstown,Falleció
659,0,2,Eitemiller Mr. George Floyd,Male,23,0,0,29751,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
660,0,1,Newell Mr. Arthur Webster,Male,58,0,2,35273,113,D48,C,3,False,Adulto,38,Cherburgo,Falleció
661,1,1,Frauenthal Dr. Henry William,Male,50,2,0,PC 17611,134,Desconocido,S,3,False,Adulto,67,Southampton,Sobrevivió
662,0,3,Badt Mr. Mohamed,Male,40,0,0,2623,7,Desconocido,C,1,True,Adulto,7,Cherburgo,Falleció
663,0,1,Colley Mr. Edward Pomeroy,Male,47,0,0,5727,256,E58,S,1,True,Adulto,256,Southampton,Falleció
663,0,1,Harris Mr. Henry Brrikhardt,Male,45,1,0,63973,83,C83,S,2,False,Adulto,83,Southampton,Falleció
664,0,3,Coleff Mr. Peju,Male,36,0,0,349210,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
665,1,3,Lindqvist Mr. Eino William,Male,20,1,0,STON/O2. 3101285,8,Desconocido,S,2,False,Adulto joven,8,Southampton,Sobrevivió
666,0,2,Hickman Mr. Lewis,Male,32,2,0,S.O.C. 14879,74,Desconocido,S,3,False,Adulto joven,15,Southampton,Falleció
667,0,2,Butler Mr. Reginald Fenton,Male,25,0,0,234686,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
667,1,2,Nye Mrs. (Ellizabeth Ramell),Female,29,1,0,C.A. 29395,10,F33,S,2,False,Adulto joven,5,Southampton,Sobrevivió
668,0,3,Rommetvedt Mr. Knud Paust,Male,30,0,0,312993,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
669,0,3,Cook Mr. Jacob,Male,43,0,0,A/5 3536,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
670,1,1,Taylor Mrs. Elmer Zebley (Juliet Cummins Wright),Female,35,1,0,19996,52,C126,S,2,False,Adulto,26,Southampton,Sobrevivió
671,1,2,Brown Mrs. Thomas William Solomon (Elizabeth Catherine Ford),Female,40,1,1,29750,39,Desconocido,S,3,False,Adulto,20,Southampton,Sobrevivió
672,0,1,Davidson Mr. Thornton,Male,31,1,0,F.C. 12750,52,B71,S,2,False,Adulto joven,52,Southampton,Falleció
673,0,2,Mitchell Mr. Henry Michael,Male,70,0,0,C.A. 24580,10,Desconocido,S,1,True,Mayor,10,Southampton,Falleció
674,1,2,Wilhelms Mr. Charles,Male,31,0,0,244270,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
675,0,2,Watson Mr. Ennis Hastings,Male,30,0,0,239856,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
676,0,3,Edvardsson Mr. Gustaf Hjalmar,Male,18,0,0,349912,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
677,0,3,Sawyer Mr. Frederick Charles,Male,24,0,0,342826,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
678,1,3,Turja Miss. Anna Sofia,Female,18,0,0,4138,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Sobrevivió
679,0,3,Goodwin Mrs. Frederick (Augusta Tyler),Female,43,1,6,C.A. 2144,47,Desconocido,S,8,False,Adulto,8,Southampton,Falleció
680,1,1,Cardeza Mr. Thomas Drake Martinez,Male,36,0,1,PC 17755,512,B51 B53 B55,C,2,False,Adulto,171,Cherburgo,Sobrevivió
681,0,3,Peters Miss. Katie,Female,21,0,0,330935,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
682,1,1,Hassab Mr. Hammad,Male,27,0,0,PC 17572,77,D49,C,1,True,Adulto joven,26,Cherburgo,Sobrevivió
683,0,3,Olsvigen Mr. Thor Anderson,Male,20,0,0,6563,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
684,0,3,Goo wdin Mr. Charles Edward,Male,14,4,2,C.A. 2144,47,Desconocido,S,7,False,Adolescente,8,Southampton,Falleció
685,0,2,Brown Mr. Thomas William Solomon,Male,60,1,1,29750,39,Desconocido,S,3,False,Mayor,20,Southampton,Falleció
686,0,2,Laroche Mr. Joseph Philippe Lemercier,Male,25,1,2,SC/PARIS 2123,42,Desconocido,C,4,False,Adulto joven,14,Cherburgo,Falleció
687,0,3,Panula Mr. Jaako Arnold,Male,14,4,1,3101295,40,Desconocido,S,6,False,Adolescente,7,Southampton,Falleció
688,0,3,Dakic Mr. Branko,Male,19,0,0,349228,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
689,0,3,Fischer Mr. Eberhard Thelander,Male,18,0,0,350036,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
690,1,1,dill Miss. Georgette Alexandra,Female,15,0,1,24160,211,B5,S,2,False,Adolescente,70,Southampton,Sobrevivió
691,1,1,Dick Mr. Albert Adrian,Male,31,1,0,17474,57,B20,S,2,False,Adulto joven,28,Southampton,Sobrevivió
692,1,3,Karun Miss. Manca,Female,4,0,1,349256,13,Desconocido,C,2,False,Niño,13,Cherburgo,Sobrevivió
693,1,3,Lam Mr. Ali,Male,30,0,0,1601,56,Desconocido,S,1,True,Adulto joven,9,Southampton,Sobrevivió
694,0,3,Saad Mr. Khalil,Male,25,0,0,2672,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
695,0,1,Weir Col. John,Male,60,0,0,113800,27,Desconocido,S,1,True,Mayor,27,Southampton,Falleció
696,0,2,Chapman Mr. Charles Henry,Male,52,0,0,248731,14,Desconocido,S,1,True,Adulto,14,Southampton,Falleció
697,0,3,Kelly Mr. James,Male,44,0,0,363592,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
698,1,3,Mullens Miss. Katherine Katie,Female,21,0,0,35852,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
699,0,1,Thayer Mr. John Borland,Male,49,1,1,17421,111,C68,C,3,False,Adulto,28,Cherburgo,Falleció
700,0,3,Humblen Mr. Adolf Mathias Nicolai Olsen,Male,42,0,0,348121,8,F G63,S,1,True,Adulto,8,Southampton,Falleció
701,1,1,Astor Mrs. John Jacob (Madeleine Talmadge Force),Female,18,1,0,PC 17757,228,C62 C64,C,2,False,Adulto joven,57,Cherburgo,Sobrevivió
702,1,1,Silverthorne Mr. Spencer Victor,Male,35,0,0,PC 17475,263,E24,S,1,True,Adulto,263,Southampton,Sobrevivió
703,0,3,Barbara Miss. Saiide,Female,18,0,1,2691,14,Desconocido,C,2,False,Adulto joven,7,Cherburgo,Falleció
704,0,3,Gallagher Mr. Martin,Male,25,0,0,36864,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
705,0,3,Hansen Mr. Henrik Juul,Male,26,1,0,350025,8,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
706,0,2,Morley Mr. Henry Samuel (Mr Henry Marshall),Male,39,0,0,250655,26,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
707,1,2,Kelly Mrs. Florence Fannie,Female,45,0,0,223596,14,Desconocido,S,1,True,Adulto,14,Southampton,Sobrevivió
708,1,1,Calderhead Mr. Edward Pennington,Male,42,0,0,PC 17476,263,E24,S,1,True,Adulto,263,Southampton,Sobrevivió
709,1,1,Cleaver Miss. Alice,Female,22,0,0,113781,152,Desconocido,S,1,True,Adulto joven,38,Southampton,Sobrevivió
710,1,3,Moubarok Master. Halim Gonios (William George),Male,4,1,1,621,15,Desconocido,C,3,False,Niño,15,Cherburgo,Sobrevivió
711,1,1,Mayne Mlle. Berthe Antonine (Mrs de Villiers),Female,24,0,0,PC 17482,495,C90,C,1,True,Adulto joven,495,Cherburgo,Sobrevivió
712,0,1,Klaber Mr. Herman,Male,30,0,0,113028,27,C124,S,1,True,Adulto joven,27,Southampton,Falleció
713,1,1,Taylor Mr. Elmer Zebley,Male,48,1,0,19996,52,C126,S,2,False,Adulto,26,Southampton,Sobrevivió
714,0,3,Larsson Mr. August Viktor,Male,29,0,0,7545,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
715,0,2,Greenberg Mr. Samuel,Male,52,0,0,250647,13,Desconocido,S,1,True,Adulto,6,Southampton,Falleció
716,0,3,Soholt Mr. Peter Andreas Lauritz Andersen,Male,19,0,0,348124,8,F G73,S,1,True,Adulto joven,8,Southampton,Falleció
717,1,1,Endres Miss. Caroline Louise,Female,38,0,0,PC 17757,228,C45,C,1,True,Adulto,57,Cherburgo,Sobrevivió
718,1,2,Troutt Miss. Edwina Celia Winnie,Female,27,0,0,34218,10,E101,S,1,True,Adulto joven,10,Southampton,Sobrevivió
719,0,3,McEvoy Mr. Michael,Male,30,0,0,36568,16,Desconocido,Q,1,True,Adulto joven,16,Queenstown,Falleció
720,0,3,Johnson Mr. Malkolm Joackim,Male,33,0,0,347062,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
721,1,2,Harper Miss. Annie Jessie Nina,Female,6,0,1,248727,33,Desconocido,S,2,False,Niño,11,Southampton,Sobrevivió
722,0,3,Jensen Mr. Svend Lauritz,Male,17,1,0,350048,7,Desconocido,S,2,False,Adolescente,7,Southampton,Falleció
723,0,2,Gillespie Mr. William Henry,Male,34,0,0,12233,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
724,0,2,Hodges Mr. Henry Price,Male,50,0,0,250643,13,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
725,1,1,Chambers Mr. Norman Campbell,Male,27,1,0,113806,53,E8,S,2,False,Adulto joven,27,Southampton,Sobrevivió
726,0,3,Oreskovic Mr. Luka,Male,20,0,0,315094,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
727,1,2,Renouf Mrs. Peter Henry (Lillian Jefferys),Female,30,3,0,31027,21,Desconocido,S,4,False,Adulto joven,10,Southampton,Sobrevivió
728,1,3,Mannion Miss. Margareth,Female,21,0,0,36866,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
729,0,2,Bryhl Mr. Kurt Arnold Gottfrid,Male,25,1,0,236853,26,Desconocido,S,2,False,Adulto joven,26,Southampton,Falleció
730,0,3,Ilmakangas Miss. Pieta Sofia,Female,25,1,0,STON/O2. 3101271,8,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
731,1,1,Allen Miss. Elisabeth Walton,Female,29,0,0,24160,211,B5,S,1,True,Adulto joven,70,Southampton,Sobrevivió
732,0,3,Hassan Mr. Houssein G N,Male,11,0,0,2699,19,Desconocido,C,1,True,Niño,9,Cherburgo,Falleció
733,0,2,Knight Mr. Robert J,Male,30,0,0,239855,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
734,0,2,Berriman Mr. William John,Male,23,0,0,28425,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
735,0,2,Troupiansky Mr. Moses Aaron,Male,23,0,0,233639,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
736,0,3,Williams Mr. Leslie,Male,28,0,0,54636,16,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
737,0,3,Ford Mrs. Edward (Margaret An nWatson),Female,48,1,3,W./CC. 6 608,34,Desconocido,S,5,False,Adulto,34,Southampton,Falleció
738,1,1,Lesurer Mr. Gustave J,Male,35,0,0,PC 17755,512,B101,C,1,True,Adulto,171,Cherburgo,Sobrevivió
739,0,3,Ivanoff Mr. Kanio,Male,30,0,0,349201,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
740,0,3,Nankoff Mr. Minko,Male,30,0,0,349218,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
741,1,1,Hawksford Mr. Walter James,Male,30,0,0,16988,30,D45,S,1,True,Adulto joven,30,Southampton,Sobrevivió
742,0,1,Cavendish Mr. Tyrell William,Male,36,1,0,19877,79,C46,S,2,False,Adulto,39,Southampton,Falleció
743,1,1,Ryerson Miss. Susan Parker Suzette,Female,21,2,2,PC 17608,262,B57 B59 B63 B66,C,5,False,Adulto joven,131,Cherburgo,Sobrevivió
744,0,3,McNamee Mr. Nealll,Male,24,1,0,376566,17,Desconocido,S,2,False,Adulto joven,17,Southampton,Falleció
745,1,3,Stranden Mr. Juho,Male,31,0,0,STON/O2. 3101288,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
746,0,1,Crosby Capt. Edward Gifford,Male,70,1,1,WE/P 5735,71,B22,S,3,False,Mayor,36,Southampton,Falleció
747,0,3,Abbott Mr. Rossmore Edward,Male,16,1,1,C.A. 2673,20,Desconocido,S,3,False,Adolescente,10,Southampton,Falleció
748,1,2,Sinkkonen Miss. Anna,Female,31,0,0,206548,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
749,0,1,Marvin Mr. Daniel Warner,Male,19,1,0,113773,53,D30,S,2,False,Adulto joven,53,Southampton,Falleció
750,0,3,Connaghton Mr. Michael,Male,31,0,0,335097,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
751,1,2,Wells Miss. Joan,Female,4,1,1,29103,23,Desconocido,S,3,False,Niño,23,Southampton,Sobrevivió
752,1,3,Moor Master. Meier,Male,6,0,1,392096,12,E121,S,2,False,Niño,6,Southampton,Sobrevivió
753,0,3,Vande Velde Mr. Johannes Joseph,Male,33,0,0,345780,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
754,0,3,Jonkoff Mr. Lalio,Male,23,0,0,349204,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
755,1,2,Herman Mrs. Samuel (Jane Laver),Female,48,1,2,220845,65,Desconocido,S,4,False,Adulto,32,Southampton,Sobrevivió
756,1,2,Hamalainen Master. Viljo,Male,1,1,1,250649,14,Desconocido,S,3,False,Niño,7,Southampton,Sobrevivió
757,0,3,Carlsson Mr. August Sigfrid,Male,28,0,0,350042,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
758,0,2,Bailey Mr. Percy Andrew,Male,18,0,0,29108,12,Desconocido,S,1,True,Adulto joven,12,Southampton,Falleció
759,0,3,Theobald Mr. Thomas Leonard,Male,34,0,0,363294,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
760,1,1,Rothes the Countess. of (Lucy Noel Martha Dyer-Edwards),Female,33,0,0,110152,86,B77,S,1,True,Adulto joven,29,Southampton,Sobrevivió
761,0,3,Garfirth Mr. John,Male,30,0,0,358585,14,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
762,0,3,Nirva Mr. Iisakki Antino Aijo,Male,41,0,0,SOTON/O2 3101272,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
763,1,3,Barah Mr. Hanna Assi,Male,20,0,0,2663,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Sobrevivió
764,1,1,Carter Mrs. William Ernest (Lucile Polk),Female,36,1,2,113760,120,B96 B98,S,4,False,Adulto,30,Southampton,Sobrevivió
765,0,3,Eklund Mr. Hans Linus,Male,16,0,0,347074,8,Desconocido,S,1,True,Adolescente,8,Southampton,Falleció
766,1,1,Hogeboom Mrs. John C (Anna Andrews),Female,51,1,0,13502,78,D11,S,2,False,Adulto,26,Southampton,Sobrevivió
767,0,1,Brewe Dr. Arthur Jackson,Male,46,0,0,112379,40,Desconocido,C,1,True,Adulto,40,Cherburgo,Falleció
768,0,3,Mangan Miss. Mary,Female,30,0,0,364850,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
769,0,3,Moran Mr. Daniel J,Male,30,1,0,371110,24,Desconocido,Q,2,False,Adulto joven,8,Queenstown,Falleció
770,0,3,Gronnestad Mr. Daniel Danielsen,Male,32,0,0,8471,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
771,0,3,Lievens Mr. Rene Aime,Male,24,0,0,345781,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
772,0,3,Jensen Mr. Niels Peder,Male,48,0,0,350047,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
773,0,2,Mack Mrs. (Mary),Female,57,0,0,S.O./P.P. 3,10,E77,S,1,True,Adulto,5,Southampton,Falleció
774,0,3,Elias Mr. Dibo,Male,30,0,0,2674,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
775,1,2,Hocking Mrs. Elizabeth (Eliza Needs),Female,54,1,3,29105,23,Desconocido,S,5,False,Adulto,23,Southampton,Sobrevivió
776,0,3,Myhrman Mr. Pehr Fabian Oliver Malkolm,Male,18,0,0,347078,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
777,0,3,Tobin Mr. Roger,Male,30,0,0,383121,8,F38,Q,1,True,Adulto joven,8,Queenstown,Falleció
778,1,3,Emanuel Miss. Virginia Ethel,Female,5,0,0,364516,12,Desconocido,S,1,True,Niño,6,Southampton,Sobrevivió
779,0,3,Kilgannon Mr. Thomas J,Male,30,0,0,36865,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
780,1,1,Robert Mrs. Edward Scott (Elisabeth Walton McMillan),Female,43,0,1,24160,211,B3,S,2,False,Adulto,70,Southampton,Sobrevivió
781,1,3,Ayoub Miss. Banoura,Female,13,0,0,2687,7,Desconocido,C,1,True,Adolescente,7,Cherburgo,Sobrevivió
782,1,1,Dick Mrs. Albert Adrian (Vera Gillespie),Female,17,1,0,17474,57,B20,S,2,False,Adolescente,28,Southampton,Sobrevivió
783,0,1,Long Mr. Milton Clyde,Male,29,0,0,113501,30,D6,S,1,True,Adulto joven,30,Southampton,Falleció
784,0,3,Johnston Mr. Andrew G,Male,30,1,2,W./C. 6607,23,Desconocido,S,4,False,Adulto joven,12,Southampton,Falleció
785,0,3,Ali Mr. William,Male,25,0,0,SOTON/O.Q. 3101312,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
786,0,3,Harmer Mr. Abraham (David Lishin),Male,25,0,0,374887,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
787,1,3,Sjoblom Miss. Anna Sofia,Female,18,0,0,3101265,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Sobrevivió
788,0,3,Rice Master. George Hugh,Male,8,4,1,382652,29,Desconocido,Q,6,False,Niño,7,Queenstown,Falleció
789,1,3,Deann Master. Bertram Vere,Male,1,1,2,C.A. 2315,22,Desconocido,S,4,False,Niño,11,Southampton,Sobrevivió
790,0,1,Guggenheim Mr. Benjamin,Male,46,0,0,PC 17593,79,B82 B84,C,1,True,Adulto,40,Cherburgo,Falleció
791,0,3,Keane Mr. Andrew Andy,Male,30,0,0,12460,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
792,0,2,Gaskell Mr. Alfred,Male,16,0,0,239865,26,Desconocido,S,1,True,Adolescente,13,Southampton,Falleció
793,0,3,Sage Miss. Stella Anna,Female,21,8,2,C.A. 2343,70,Desconocido,S,11,False,Adulto joven,10,Southampton,Falleció
794,0,1,Hoyt Mr. William Fisher,Male,30,0,0,PC 17600,307,Desconocido,C,1,True,Adulto joven,307,Cherburgo,Falleció
795,0,3,Dantcheff Mr. Ristiu,Male,25,0,0,349203,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
796,0,2,Otter Mr. Richard,Male,39,0,0,28213,13,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
